property_name,link,society,price,areaWithType,address,floorNumAllowed,noOfOpenSides,possession,nearbyLocations,description,features,rating,property_id
Residential land / Plot in Sector 57 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-57-gurgaon-161-sq-yard-spid-N69059424,,2.75 Crore,(135 sq.m.) Plot Area,"Sector 57 Gurgaon, Gurgaon, Haryana",,2,Immediate,"['Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'State bank ATM', 'Icici bank ATM', 'Standard chartered ATM', 'Vatsalya Clinic', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Meher Clinic', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Neelkanth Health Care', 'Dr. Naresh Pandita', 'Arihant Hospital', 'Dr. Anuj Sharma', 'Wembley estate club', 'HUDA Office Complex', 'Medisca', 'Pernod Ricard Charitable Dispensary', 'SPAZE BUSINESS PARK', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank', 'Hdfc bank and atm', 'Hdfc bank', '222', 'Pizza Hut', 'Madison and Pike', 'India', 'Haldiram', 'Raj Restaurant', 'Gurugram University', 'Kamla International', 'Amity Global School', 'St. Angels Sr', 'Manav Rachna School', 'Delhi Public School Primary Section', 'IILM', 'St. Angels Jr', 'Iilm University', 'Manav Rachna Swimming Pool']","On a 12 meter road, near to huda market,hospitals, schools, malls,300 meter walking distance from main road ,clean environment,well maintained residential area",[['Water Storage']],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",N69059424
Residential land / Plot in Sector 70A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-70-a-gurgaon-149-sq-yard-spid-S68710822,,1.97 Crore,(125 sq.m.) Plot Area,"N 4, Sector 70A Gurgaon, Gurgaon, Haryana",,1,,"['Sri Radhe Krishna Temple', 'Sai Dharamraj Hospital', 'Gobind Hospital', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Kamal Hospital and Maternity Centre', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Union bank of india', 'Central bank of india', 'State bank of india', 'Icici bank']","This is good plot for resident ,gate d ,100% power back up ,securty near market ,school ,hospital . Good conectyvity for convence .","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",S68710822
Residential land / Plot in Sohna,https://www.99acres.com/residential-land-plot-for-sale-in-sohna-gurgaon-120-sq-yard-spid-I68704808,SECTOR 4,64.8 Lac,(100 sq.m.) Plot Area,"Sohna, Gurgaon, Haryana",,1,,,New opportunities for inverters are open in sohna sector 4 . Fresh booking . Amenities also provide by builder here. Right time investment gives you great appreciation.,"[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",I68704808
Residential land / Plot in Sector 99A Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-raheja-vanya-sector-99-a-gurgaon-13-sq-yard-spid-J67967906,Raheja Vanya,1.06 Crore,(11 sq.m.) Plot Area,"Sector 99A Gurgaon, Gurgaon, Haryana",,2,,"['Huda Metro Station', 'Raheja Mall', 'Badshahpur Sohna Rd Hwy', 'Netaji Subhash Marg', 'Euro International School, sector- 51', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Sealdah Railway Station']","Near to kmp, dwarka expressway","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle3 out of 5', 'Connectivity3 out of 5', 'Safety3 out of 5']]",J67967906
Residential land / Plot in Sector 65 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-65-gurgaon-267-sq-yard-r1-spid-K65201810,Emreld Hills,5.74 Crore,(223 sq.m.) Plot Area,"C 44, Sector 65 Gurgaon, Gurgaon, Haryana",,1,,"['Radhakrishna Shani Mandir', 'Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Naresh Pandita', 'Meher Clinic', 'Dr. Anuj Sharma', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Vishesh Dental', 'Sai Dharamraj Hospital', 'Dr. Aruna Kalra', 'Neelkanth Health Care', 'Park Hospital Gurgaon', 'Wellness Eye Centre', 'Gobind Hospital', 'Best Urologist Atcomplete Family Clinic', 'Kamal Hospital and Maternity Centre', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'State bank of india', 'Hdfc bank and atm', 'Central bank of india', 'Icici bank', 'Union bank of india', 'Madison and Pike', 'India', 'Starbucks', 'Nook', 'Haldiram', 'Pizza Hut', ""Nirula's"", 'Kamla International', 'Gurugram University']","Emreled hills posh locality all sizes plots ranging from 250y to 500y available at best rates.It is the topmost posh area of gurgaon.Its a dream destination of gurgaon to live in.,plots at very reasonable prices are available with us.It's a beautiful plot an area of 294 sq-Yrd. It is an address to admire and also in the surroundings of lush parks.Additionally, the plot is in a gated community surrounded by world class amenities and neighbourhood.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",K65201810
Residential land / Plot in Sector 43 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-43-gurgaon-100-sq-yard-spid-H70180846,,2.4 Crore,(84 sq.m.) Plot Area,"1165, Sector 43 Gurgaon, Gurgaon, Haryana",,2,Immediate,"['Sector 42-43 metro station', 'Sector 53-54 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Marwah Clinic', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Balaji Vegetarian Paradise', 'PWO house', 'The Chicken Boat', 'Clock tower', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Drunken Monkey', 'CCD', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","Plot for sale
Sector 43
Excellent location
Close to golf course road
Best for rental income
Size 100sq yds
For more enquiry pls contact","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",H70180846
Residential land / Plot in Sector 27 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-27-gurgaon-100-sq-yard-spid-E70180738,,2.5 Crore,(84 sq.m.) Plot Area,"918, Sector 27 Gurgaon, Gurgaon, Haryana",,1,,"['Dlf phase 1 metro station', 'Sector 42-43 metro station', 'Sikandarpur rmrg metro station', 'New Life Church', 'Hanuman Mandir', 'Hanuman Mandir', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Icici bank ATM', 'Axis bank ATM', 'Marwah Clinic', 'The Dental Lounge', 'Sitaram Bhartia', 'Divine Look Clinic Centre 1', 'Sidhesh Hospital Gurgaon', 'Sikka Maternity And Surgical Center', 'Lord Krishna Hospital', 'Max Hospital', 'Paras Hospital Gurgaon', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'PVR Cinames', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Belgian Waffle', 'Drunken Monkey', 'CCD', 'Food Court', 'The Chicken Boat', 'Naveidyam', 'Balaji Vegetarian Paradise', 'Barbecue Grill', 'Sagar Ratna', 'Shophouse by Kylin', 'Cafe Tonini', 'Pizza Hut', 'Bahrisons library', 'Ncr library']","Plot for sale
Excellent location
Close to golf course road
Best for rental income
Park facing plot
Near to main road
Size 100sq yds
For more enquiry pls contact","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",E70180738
Residential land / Plot in Sector 27 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-27-gurgaon-100-sq-yard-spid-J70180646,,2.45 Crore,(84 sq.m.) Plot Area,"981, Sector 27 Gurgaon, Gurgaon, Haryana",,1,Immediate,"['Dlf phase 1 metro station', 'Sector 42-43 metro station', 'Sikandarpur rmrg metro station', 'New Life Church', 'Hanuman Mandir', 'Hanuman Mandir', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Icici bank ATM', 'Axis bank ATM', 'Marwah Clinic', 'The Dental Lounge', 'Sitaram Bhartia', 'Divine Look Clinic Centre 1', 'Sidhesh Hospital Gurgaon', 'Sikka Maternity And Surgical Center', 'Lord Krishna Hospital', 'Max Hospital', 'Paras Hospital Gurgaon', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'PVR Cinames', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Belgian Waffle', 'Drunken Monkey', 'CCD', 'Food Court', 'The Chicken Boat', 'Naveidyam', 'Balaji Vegetarian Paradise', 'Barbecue Grill', 'Sagar Ratna', 'Shophouse by Kylin', 'Cafe Tonini', 'Pizza Hut', 'Bahrisons library', 'Ncr library']","Plot for sale
Excellent location
Close to golf course road
Best for rental income
Park facing plot
Size 100sq yds
For more enquiry pls contact","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",J70180646
Residential land / Plot in C Block Sushant Lok Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sushant-lok-phase-1-gurgaon-215-sq-yard-spid-X69718396,,5.4 Crore,(180 sq.m.) Plot Area,"0000, C Block Sushant Lok Phase 1, Gurgaon, Haryana",,1,Immediate,"['Sector 42-43 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']",Sushant lok 1 c block 215 sqyd plot west facing parak facing,[['Water Storage']],"[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",X69718396
Residential land / Plot in C Block Sushant Lok Phase 1,https://www.99acres.com/residential-land-plot-for-sale-in-c-block-sushant-lok-phase-1-gurgaon-215-sq-yard-r3-spid-N64850486,,5 Crore,(180 sq.m.) Plot Area,"1700, C Block Sushant Lok Phase 1, Gurgaon, Haryana",4 Floors,1,Immediate,"['Sector 42-43 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']",Sushant lok 1 c block 215 sqyd old buildup south east facing 12 mtr road,"[['Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",N64850486
Residential land / Plot in South City 1,https://www.99acres.com/residential-land-plot-for-sale-in-south-city-1-gurgaon-1004-sq-yard-spid-V69140116,E Block,,(839 sq.m.) Plot Area,"South City 1, Gurgaon, Haryana",,1,,"['Huda city centre metro station', 'Axis bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Citi bank ATM', 'Icici ATM', 'Punjab national bank ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Centre For Sight Gurgaon Sector 29', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Shivam Hospital Gurgaon', 'Gardian Pharmacy', 'City Medical', 'Bharat petroleum', 'Hdfc bank', 'Icici bank', 'Beer & Whisky Bar', 'MoB Ministory of Beer', ""McDonald's"", 'Park Baluchi', ""Domino's Pizza"", 'Zura', 'The Oriental Bloom Chinese and Thai', 'Gola Sizzles', ""Hops 'N' Brew"", 'Pizza Hut', 'Spaghetti Kitchen & Bar', 'Bikanervala', 'Tocpao', 'PWO house', 'Black Mambaa', 'Gravity Space Bar', 'Roots', 'KFC', 'Ardor 29', 'ADDA', 'Gung the palace Korean restaurant', 'Walking Street', 'distillery', 'Swagath', 'Dhabba', 'Pizza Hut', 'Balaji Vegetarian Paradise', 'School of Inspired Leadership SOIL', 'Ncr library']","This 1004 sqyd plot available for sale in south city-1's location e block. This plot is approved for construction of up to 3 floors and has a single open side.
The plot is facing a 12-Meter wide road with an east facing direction and has a length of 42 and a width of 19 it is located in a gated colony. With vaastu compliant, garden, park etc.
The price of this prime plot is rs. 27 crore, with a booking amount of rs. 20 lakhs and a brokerage charge of 1percentage of the total sale value. The plot comes with freehold ownership, making it an ideal investment opportunity for those looking to invest in prime real estate in gurgaon.
South city-1 is a well-Established and sought-After locality in gurgaon, known for its premium residential projects, excellent connectivity to major landmarks in the city, and world-Class infrastructure. The plot's size, orientation, and location make it an ideal option for those looking to construct their dream home in a prime location or for builders and developers looking to construct a premium residential property in gurgaon",[['Feng Shui / Vaastu Compliant']],"[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",V69140116
Residential land / Plot in DLF Phase 2,https://www.99acres.com/residential-land-plot-for-sale-in-dlf-city-phase-2-gurgaon-682-sq-yard-spid-Y69140028,M 1 Block,22 Crore,(570 sq.m.) Plot Area,"DLF Phase 2, Gurgaon, Haryana",,2,,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Shri Shiv Shakthi Mandir', 'Jain Bhawan', 'Arya Samaj Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Surgi Center Clinic', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Guardian', '98.4', 'Religare Wellness', 'Shri Balaji Medical Store', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'PVR Cinames', 'Mukesh Dhaba', 'Mc Donalds', ""McDonald's"", 'Food Court', 'The God Father', 'Cantine', 'barrique', 'American Montessori']","This is a 682 sqyd plot available for sale in m1 block, a premium residential project located in the upscale locality of dlf phase 2 in gurgaon. With fully vaaastu compliants.The plot is approved for construction of up to 3 floors and is open on both sides.
The plot is facing a 12-Meter wide road with an east facing direction and has a length of 15 and a width of 38 . The plot is located in a gated colony.
The price of the plot is rs. 22 crore, and the booking amount required is rs. 20 lakhs. The brokerage charge applicable is 1 percentage of the total sale value. The plot comes with freehold ownership, making it an ideal investment opportunity for those looking to invest in prime real estate in gurgaon.
The locality of dlf phase 2 is an upscale and sought-After area of gurgaon, offering easy access to major landmarks in the city",[['Feng Shui / Vaastu Compliant']],"[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",Y69140028
Residential land / Plot in Sector 40 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-40-gurgaon-100-sq-yard-spid-H70145012,,2.1 Crore,(84 sq.m.) Plot Area,"Sector 40 Gurgaon, Gurgaon, Haryana",,1,,"['Huda city centre metro station', 'Axis bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Dispencery', 'Shivam Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Naval Mendiratta', 'Centre For Sight Gurgaon Sector 29', 'Sukhmani Hospital Pvt. Ltd', 'Ahmed Hospital Multi Speciality', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Gardian Pharmacy', 'City Medical', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'IBP Petrol Pump', 'Bharat petroleum', 'Hdfc bank', 'Raj Restaurant', 'Fast food', 'Fast Food', 'Om Sweets', 'Bar and restaurant', 'Cafe Coffee Day', '32nd Milestone', 'Darbar', 'PWO house', 'Dhabba', 'St. Angels Jr', 'School of Inspired Leadership SOIL', 'CR Model Public School', 'Manav Rachna School', 'St. Angels Sr', 'Amity Global School', 'Salvan Public School', 'Stones2milestones', 'Manav Rachna Swimming Pool']","Park facing, s/e facing, next to market","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",H70145012
Residential land / Plot in DLF Phase 4,https://www.99acres.com/residential-land-plot-for-sale-in-dlf-city-phase-4-gurgaon-500-sq-yard-spid-N70139820,,10 Crore,(418 sq.m.) Plot Area,"DLF Phase 4, Gurgaon, Haryana",,3,,"['Dlf phase 1 metro station', 'Huda city centre metro station', 'Iffco chowk metro station', 'New Life Church', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Rbs ATM', 'Sitaram Bhartia', 'Max Hospital', 'Dr. Kutbuddin Akbary', 'Sidhesh Hospital Gurgaon', 'Umkal Hospital', 'Marwah Clinic', 'Lord Krishna Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gupta', 'Divine Look Clinic Centre 1', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'DT Cinemas', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Fat', 'Nowhere Brewpub and cafe', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'The Chicken Boat', 'Naveidyam', 'Balaji Vegetarian Paradise', 'Pizza Hut', 'Barbecue Grill', 'PWO house', 'Food Court', 'Stones2milestones', 'Bahrisons library', 'Ncr library']",Dlf phase 4 plot for sale 3 side corner very good location rate 10 crore nice deal,[['Feng Shui / Vaastu Compliant']],"[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",N70139820
Residential land / Plot in Sector 83 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-83-gurgaon-350-sq-yard-spid-S70083878,,4.03 Crore,(293 sq.m.) Plot Area,"Sector 83 Gurgaon, Gurgaon, Haryana",,2,,"['S.R.S. Hospital and Critical Care Unit', 'Orris Community Center', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump', 'Haldiram', 'KFC', 'Pizza Hut', 'Rao Dhaba', ""McDonald's""]",Good and clean locality corner property prime location,[''],"[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']]",S70083878
Residential land / Plot in Sector 102 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-bptp-amstoria-sector-102-gurgaon-303-sq-yard-spid-X70073706,BPTP Amstoria3.8 ★,5.3 Crore,(253 sq.m.) Plot Area,"Sector 102 Gurgaon, Gurgaon, Haryana",,2,Immediate,"['Early Basket Grocery shop', 'Conscient One Mall', 'Dwarka Expressway', 'Imperial Heritage School', 'Yashroop Hospital', 'IGI Airport', 'Daultabad Village Park', 'Aradhya Cricket Club Gurgaon', 'Gurgaon Old Railway Station', ""Domino's Pizza"", 'Skylark Cricket Academy']","Bptp amstoria sector 102 gurugram 
 303 sq yard, 2 side open plotWe have many more options available.Call now for the best deals Chopra properties & builders","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",X70073706
Residential land / Plot in Noble Enclave,https://www.99acres.com/residential-land-plot-for-sale-in-noble-enclave-gurgaon-200-sq-yard-spid-B69970582,,80 Lac,(167 sq.m.) Plot Area,"Noble Enclave, Gurgaon, Haryana",,2,Immediate,"['HUDA Sector 23 Market', 'Palam triangle', 'Jain Bhawan', 'Arya Samaj Mandir', 'Citi bank ATM', 'Punjab national bank ATM', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Thukral Hospital', 'Privat Hospital', 'Apollo Cradle Hospital Gurgaon', 'Sangwan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', 'Community Center Sukhrali', 'Neelkanth Medico', 'SP Infocity', 'DLF Cyber City Phase II', 'HUDA sector 23 parking', 'Oriental bank of commerce', 'Punjab national bank', 'Axis bank', 'Icici bank', 'Catholic syrian bank', 'Karur vysay bank', 'Big Cinemas', 'DT Cinemas', 'Om Sweets', 'Pind Baluchi', 'Moti Mahal', ""Domino's Pizza"", 'Pizza Hut', 'Cafe Coffee Day', ""McDonald's"", 'Cantine', 'Mukesh Dhaba', ""McDonald's"", 'THE NORTHCAP UNIVERSITY', 'Swiss Cottage school', 'Masti ki Pathshala Teach India', 'American Montessori']","Noble enclave is an ideal location for buying residential plots in gurgaon. This plot in noble enclave is a great buy for you. It spreads over 200 sq.Yards super built up area. Ownership of this property provides you entitlement to construct upto 4 floors. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. Currently the nature of ownership of the property is freehold. The expected price for the property is just 80 lac.","[['Feng Shui / Vaastu Compliant', 'Water Storage', 'Rain Water Harvesting']]",[''],B69970582
Residential land / Plot in Sector 83 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-83-gurgaon-300-sq-yard-spid-I69781444,,3.72 Crore,(251 sq.m.) Plot Area,"Sector 83 Gurgaon, Gurgaon, Haryana",4 Floors,2,Immediate,"['S.R.S. Hospital and Critical Care Unit', 'Orris Community Center', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump', 'Haldiram', 'KFC', 'Pizza Hut', 'Rao Dhaba', ""McDonald's""]","Good locality , prime location","[['Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']]",I69781444
Residential land / Plot in Sector 102 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-160-sq-yard-spid-L69747574,Adani M2K Oyster Grande3.9 ★,2.24 Crore,(134 sq.m.) Plot Area,"Sector 102 Gurgaon, Gurgaon, Haryana",,1,,"['WTC Plaza', 'Star Mall', 'Dwarka Expy, Dhanwapur Village', 'Prime Scholars International School', 'Euro International School, Sector 37D', 'Delhi Public School, Sector 103', 'SGT University', 'Shri Balaji’s Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'DLF World Tech Park', 'Park Inn, Gurgaon']","Check out this plot for sale in sector 102 gurgaon, one of the best locations in gurgaon. It spreads over 160 sq.Yards super built up area. Ownership of this property provides you entitlement to construct upto 4 floors. To build the residence, possession is expected within 6 months. The type of ownership is freehold. The price of this massive plot is just  2.24 crore.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",L69747574
Residential land / Plot in Sector 102 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-102-gurgaon-118-sq-yard-spid-J69747528,,1.71 Crore,(99 sq.m.) Plot Area,"Sector 102 Gurgaon, Gurgaon, Haryana",,1,,,"Sector 102 gurgaon is an ideal location for buying residential plots in gurgaon. This plot in sector 102 gurgaon is a great buy for you. The plot is around super built up area of 118 sq.Ft. In size. Here, a solid foundation can easily withhold construction of 4 floors. The possession of the property can be received from fri, 01 mar 2024. The property belongs to owner through freehold ownership. This residential plot is all yours for 1.71 crore. Open for negotiation.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",J69747528
